145	s_90da28cd-5639-4e79-b0a7-6d090cad6ab9_banner.jpg	Banner\\2022\\12\\29	2266	2022-12-29 19:38:08.294892	F	\N	\N	1
146	4968fec7-b907-4739-ba52-c3bea269e9e4_p-t.JPG	2022\\12\\29	84461	2022-12-29 22:22:40.729186	F	232	\N	0
147	s_4968fec7-b907-4739-ba52-c3bea269e9e4_p-t.JPG	2022\\12\\29	84461	2022-12-29 22:22:41.321658	F	232	\N	0
149	d1fcb43f-f6ff-4885-992a-27a80a0cc47d_프로필3.png	2022\\12\\30	22019	2022-12-30 15:25:54.409702	F	\N	21	0
152	b0ab46d2-0889-455c-a78c-e035d64b5808_banner1.png	Banner\\2022\\12\\30	260778	2022-12-30 16:00:19.636494	F	\N	\N	1
153	s_b0ab46d2-0889-455c-a78c-e035d64b5808_banner1.png	Banner\\2022\\12\\30	11462	2022-12-30 16:00:19.83516	F	\N	\N	1
2	s_a5e3ccbd-58fc-462e-af82-915883e15e57_KakaoTalk_20220524_210142047.jpg	2022\\12\\14	35333	2022-12-14 23:16:37.749841	F	1	\N	0
1	a5e3ccbd-58fc-462e-af82-915883e15e57_KakaoTalk_20220524_210142047.jpg	2022\\12\\14	35333	2022-12-14 23:16:37.276223	F	1	\N	0
54	da524e13-60ec-4a4b-a803-687e42a2b0dd_borntoread85_layer.jpg	2022\\12\\29	52701	2022-12-29 10:02:06.848307	F	1	\N	0
55	s_da524e13-60ec-4a4b-a803-687e42a2b0dd_borntoread85_layer.jpg	2022\\12\\29	52701	2022-12-29 10:02:07.387724	F	1	\N	0
56	1ff5fb1e-73fd-4b52-9f2a-c5aee0b6d5af_borntoread85_layer.jpg	2022\\12\\29	52701	2022-12-29 10:09:38.989813	F	1	\N	0
57	s_1ff5fb1e-73fd-4b52-9f2a-c5aee0b6d5af_borntoread85_layer.jpg	2022\\12\\29	52701	2022-12-29 10:09:39.165647	F	1	\N	0
3	cdb12137-8db7-40b2-8dbc-7dc48604da8a_MTS_simslyswift-1905778-8e8d68f84806201866e8ad1c8c6bb3d7.jpg	2022\\12\\15	479957	2022-12-15 17:37:33.48993	F	2	\N	0
58	4401097d-0b29-4abe-b08e-c72315f35029_m_220707_another62_p.jpg	2022\\12\\29	45764	2022-12-29 10:29:24.134039	F	2	\N	0
4	s_cdb12137-8db7-40b2-8dbc-7dc48604da8a_MTS_simslyswift-1905778-8e8d68f84806201866e8ad1c8c6bb3d7.jpg	2022\\12\\15	479957	2022-12-15 17:37:34.001652	F	2	\N	0
6	s_36488abc-068d-4b43-9009-914a3983990d_1.jpg	2022\\12\\17	1319824	2022-12-17 00:48:42.696818	F	3	\N	0
5	36488abc-068d-4b43-9009-914a3983990d_1.jpg	2022\\12\\17	1319824	2022-12-17 00:48:41.846128	F	3	\N	0
8	s_c4032001-75df-4af3-be1e-193b8f01c108_2.jpg	2022\\12\\18	453962	2022-12-18 21:55:59.249133	F	4	\N	0
7	c4032001-75df-4af3-be1e-193b8f01c108_2.jpg	2022\\12\\18	453962	2022-12-18 21:55:58.693424	F	4	\N	0
47	2d842bfe-7c59-4a16-82e0-6c4a4cebd51d_pink-textured-background-with-window-shadow.jpg	2022\\12\\22	708315	2022-12-22 15:15:30.586339	F	215	\N	0
48	s_2d842bfe-7c59-4a16-82e0-6c4a4cebd51d_pink-textured-background-with-window-shadow.jpg	2022\\12\\22	708315	2022-12-22 15:15:32.001947	F	215	\N	0
52	s_351ea93d-2d38-48b5-9f4f-dd3216d60a05_KakaoTalk_20220524_210142047.jpg	2022\\12\\26	35333	2022-12-26 22:21:55.481966	F	217	\N	0
51	351ea93d-2d38-48b5-9f4f-dd3216d60a05_KakaoTalk_20220524_210142047.jpg	2022\\12\\26	35333	2022-12-26 22:21:54.337496	F	217	\N	0
61	s_cd2bdd6f-ef4f-4021-8168-e283d9cc2f34_m_borntoread85_p.jpg	2022\\12\\29	48033	2022-12-29 10:37:26.023991	F	1	\N	0
60	cd2bdd6f-ef4f-4021-8168-e283d9cc2f34_m_borntoread85_p.jpg	2022\\12\\29	48033	2022-12-29 10:37:25.066355	F	1	\N	0
59	s_4401097d-0b29-4abe-b08e-c72315f35029_m_220707_another62_p.jpg	2022\\12\\29	45764	2022-12-29 10:29:24.291881	F	2	\N	0
62	03ba1f73-86f8-4360-8e93-c03ef5325f27_m_221115_dototy_p.jpg	2022\\12\\29	63580	2022-12-29 11:22:25.066491	F	3	\N	0
63	s_03ba1f73-86f8-4360-8e93-c03ef5325f27_m_221115_dototy_p.jpg	2022\\12\\29	63580	2022-12-29 11:22:25.275778	F	3	\N	0
67	s_26e9694a-d0a8-4309-bb24-54298c92862a_m_221227_moonhak_p.jpg	2022\\12\\29	32641	2022-12-29 11:42:16.837639	F	4	\N	0
66	26e9694a-d0a8-4309-bb24-54298c92862a_m_221227_moonhak_p.jpg	2022\\12\\29	32641	2022-12-29 11:42:16.389061	F	4	\N	0
69	s_50b58763-e57f-44dc-9b6b-a9601f5e7e92_m_211213_pig_p.jpg	2022\\12\\29	53343	2022-12-29 11:46:35.723451	F	215	\N	0
68	50b58763-e57f-44dc-9b6b-a9601f5e7e92_m_211213_pig_p.jpg	2022\\12\\29	53343	2022-12-29 11:46:35.566203	F	215	\N	0
64	8b59c118-3b67-4cee-85f4-94b6531fbb1a_m_221215_munhak_p.jpg	2022\\12\\29	78642	2022-12-29 11:30:19.417226	F	217	\N	0
65	s_8b59c118-3b67-4cee-85f4-94b6531fbb1a_m_221215_munhak_p.jpg	2022\\12\\29	78642	2022-12-29 11:30:19.617056	F	217	\N	0
72	bae272e5-29e5-4d18-9c30-b080284f464d_m_221209_viabook_eat_p.jpg	2022\\12\\29	98940	2022-12-29 11:59:30.004654	F	218	\N	0
73	s_bae272e5-29e5-4d18-9c30-b080284f464d_m_221209_viabook_eat_p.jpg	2022\\12\\29	98940	2022-12-29 11:59:30.26267	F	218	\N	0
75	766084d7-944e-419c-99db-1ce8f09f5e36_m_221209_tile_p.jpg	2022\\12\\29	72177	2022-12-29 12:08:36.646521	F	219	\N	0
76	s_766084d7-944e-419c-99db-1ce8f09f5e36_m_221209_tile_p.jpg	2022\\12\\29	72177	2022-12-29 12:08:36.798046	F	219	\N	0
78	s_044ab595-ca1b-4d0d-970c-9df85655ca22_m_210702_everyday_p.jpg	2022\\12\\29	45233	2022-12-29 12:13:59.886464	F	220	\N	0
77	044ab595-ca1b-4d0d-970c-9df85655ca22_m_210702_everyday_p.jpg	2022\\12\\29	45233	2022-12-29 12:13:59.646855	F	220	\N	0
80	s_a49e26ee-e3d4-4002-a738-6ed1340497df_m_221212_livingstone_p.jpg	2022\\12\\29	98493	2022-12-29 12:19:33.281348	F	221	\N	0
79	a49e26ee-e3d4-4002-a738-6ed1340497df_m_221212_livingstone_p.jpg	2022\\12\\29	98493	2022-12-29 12:19:33.06885	F	221	\N	0
84	s_a128bf14-1263-4520-b415-e99f3db64977_m_221219_seoulmedia_conan_p.jpg	2022\\12\\29	142623	2022-12-29 12:25:48.368521	F	222	\N	0
81	1c7a2c9f-5bd5-4f6f-8c6a-d7f448074022_221219_seoulmedia_conan_1.jpg	2022\\12\\29	178510	2022-12-29 12:24:56.400003	F	222	\N	0
82	s_1c7a2c9f-5bd5-4f6f-8c6a-d7f448074022_221219_seoulmedia_conan_1.jpg	2022\\12\\29	178510	2022-12-29 12:24:56.641243	F	222	\N	0
83	a128bf14-1263-4520-b415-e99f3db64977_m_221219_seoulmedia_conan_p.jpg	2022\\12\\29	142623	2022-12-29 12:25:48.183584	F	222	\N	0
85	f104f234-fd56-4177-a3eb-a0f72bef6ea8_j84_426t_400x400.jpg	2022\\12\\29	25637	2022-12-29 12:32:05.096211	F	\N	10	0
74	ef682fab-5a50-44b8-a9c8-5fe28a0885c3_profile4.png	2022\\12\\29	64224	2022-12-29 12:03:40.395463	F	\N	9	0
71	e30d0ede-3772-4f38-a40d-703393267245_profile3.png	2022\\12\\29	11242	2022-12-29 11:53:18.476866	F	\N	3	0
70	9b7a1da1-4886-4c9a-995a-d9dcc33a4a47_profile2.png	2022\\12\\29	46769	2022-12-29 11:51:30.60836	F	\N	2	0
86	9ecc3fcc-94d0-4f10-b8cf-0dd13de00423_KakaoTalk_20220524_210142047.jpg	Banner\\2022\\12\\29	35333	2022-12-29 12:46:17.859872	F	\N	\N	1
87	s_9ecc3fcc-94d0-4f10-b8cf-0dd13de00423_KakaoTalk_20220524_210142047.jpg	Banner\\2022\\12\\29	1874	2022-12-29 12:46:17.986614	F	\N	\N	1
88	7759ef58-93a0-40ee-a4ae-35d52a8bd7e1_pink-textured-background-with-window-shadow.jpg	Banner\\2022\\12\\29	708315	2022-12-29 12:47:12.242142	F	\N	\N	1
89	s_7759ef58-93a0-40ee-a4ae-35d52a8bd7e1_pink-textured-background-with-window-shadow.jpg	Banner\\2022\\12\\29	1685	2022-12-29 12:47:12.414033	F	\N	\N	1
90	2b43fc34-cc0a-401b-873b-0773d0298c1e_i_1624_450.jpg	Banner\\2022\\12\\29	94170	2022-12-29 12:51:51.19795	F	\N	\N	1
91	s_2b43fc34-cc0a-401b-873b-0773d0298c1e_i_1624_450.jpg	Banner\\2022\\12\\29	3242	2022-12-29 12:51:51.310971	F	\N	\N	1
92	330ba948-df1e-4fb4-b788-0a7e1b63e507_banner1.png	Banner\\2022\\12\\29	260778	2022-12-29 12:54:37.519649	F	\N	\N	1
93	s_330ba948-df1e-4fb4-b788-0a7e1b63e507_banner1.png	Banner\\2022\\12\\29	11462	2022-12-29 12:54:37.665772	F	\N	\N	1
94	365d34c5-f31e-435a-8def-45066620dd3b_banner2.png	Banner\\2022\\12\\29	445026	2022-12-29 12:57:32.907755	F	\N	\N	1
95	s_365d34c5-f31e-435a-8def-45066620dd3b_banner2.png	Banner\\2022\\12\\29	14627	2022-12-29 12:57:33.048094	F	\N	\N	1
96	c9c52d9b-99c8-43ec-b2ca-60a86238ab0d_391289249(1).jpg	2022\\12\\29	315289	2022-12-29 13:08:39.838695	F	223	\N	0
97	s_c9c52d9b-99c8-43ec-b2ca-60a86238ab0d_391289249(1).jpg	2022\\12\\29	315289	2022-12-29 13:08:40.098581	F	223	\N	0
98	3874c68f-c0b8-4a2b-9eb4-40b3f862a71a_x.PNG	2022\\12\\29	1654412	2022-12-29 13:09:49.823185	F	223	\N	0
99	s_3874c68f-c0b8-4a2b-9eb4-40b3f862a71a_x.PNG	2022\\12\\29	1654412	2022-12-29 13:09:50.097796	F	223	\N	0
100	0710d4d5-d938-4130-900c-03e20c4f8cb2_xx.PNG	2022\\12\\29	1613849	2022-12-29 13:10:35.839246	F	223	\N	0
101	s_0710d4d5-d938-4130-900c-03e20c4f8cb2_xx.PNG	2022\\12\\29	1613849	2022-12-29 13:10:36.113148	F	223	\N	0
105	s_2b33c9b9-84f6-4658-a455-4162800f943d_xx.PNG	2022\\12\\29	1613849	2022-12-29 14:16:53.079378	F	223	\N	0
107	s_689c01b5-9962-4410-81a7-1397f3c3dd16_m_221227_moonhak_p.jpg	2022\\12\\29	32641	2022-12-29 14:20:03.009175	F	4	\N	0
109	s_fda51547-712c-4edd-acc8-5d9c82fef00c_m_211213_pig_p.jpg	2022\\12\\29	53343	2022-12-29 14:22:14.98748	F	215	\N	0
111	s_459be678-a003-4b63-8ec0-ac0d185ec23d_m_221115_dototy_p.jpg	2022\\12\\29	63580	2022-12-29 14:26:10.540561	F	3	\N	0
113	s_4f81918a-da2b-4631-baa9-76fcd5f87b06_m_221215_munhak_p.jpg	2022\\12\\29	78642	2022-12-29 14:27:32.983319	F	217	\N	0
115	s_65785365-a7be-4d9e-b5a2-653b04fe5b0b_221219_seoulmedia_conan_1 (1).jpg	2022\\12\\29	178510	2022-12-29 14:29:59.221411	F	222	\N	0
117	s_1e31e219-2b66-4b87-a6ae-55089df7eb50_m_221209_viabook_eat_p.jpg	2022\\12\\29	98940	2022-12-29 14:31:09.633122	F	218	\N	0
119	s_d96fa888-a03f-4655-a2ed-88bca262bf84_m_221209_tile_p.jpg	2022\\12\\29	72177	2022-12-29 14:32:53.713976	F	219	\N	0
121	s_b0cd63b3-1628-4ef4-83c7-3bec4fa4aff0_m_210702_everyday_p.jpg	2022\\12\\29	45233	2022-12-29 14:34:20.544079	F	220	\N	0
123	s_bc8dff9a-1599-4e5c-963d-70ef5abe0e2c_m_221212_livingstone_p.jpg	2022\\12\\29	98493	2022-12-29 14:36:05.996825	F	221	\N	0
125	s_de8fb507-5949-4d5c-bc93-1524e2d12763_m_220707_another62_p.jpg	2022\\12\\29	45764	2022-12-29 14:40:09.425064	F	2	\N	0
127	s_6ffefb23-c9c2-4775-9527-ea1aa6425254_m_borntoread85_p.jpg	2022\\12\\29	48033	2022-12-29 14:42:20.180868	F	1	\N	0
\.


